Date,State,State_code,District,District_code,Rice Allocated,Wheat Allocated,Rice Distributed,Wheat Distributed,Performance (Rice),Performance (Wheat),Waste (Rice),Waste (Wheat),Year,Month,Total Allocated,Total Distributed,,
01-09-2018,Uttar Pradesh,9,Moradabad,171,4881.39,7246.86,4134.22,6126.1,84.69%,84.53%,747.17,1120.76,2018,Sep,12128.25,10260.32,,
01-09-2018,Uttar Pradesh,9,Chitrakoot,136,1775.6,2606.47,1724.49,2529.8,97.12%,97.06%,51.11,76.67,2018,Sep,4382.07,4254.29,,
01-09-2018,Uttar Pradesh,9,Kaushambi,158,2790.55,4091.89,2591.41,3793.29,92.86%,92.70%,199.14,298.6,2018,Sep,6882.44,6384.7,,
01-09-2018,Bihar,10,Katihar,201,8550.57,5700.38,8550.57,5700.38,100.00%,100.00%,0,0,2018,Sep,14250.95,14250.95,,
01-09-2018,West Bengal,19,24 Paraganas South,304,12584.27,18656.22,12481.63,18656.22,99.18%,100.00%,102.64,0,2018,Sep,31240.49,31137.85,,
01-09-2018,Uttar Pradesh,9,Rae Bareli,175,5131.56,7442.56,4930,7140.24,96.07%,95.94%,201.56,302.32,2018,Sep,12574.12,12070.24,,
01-09-2018,Odisha,21,Dhenkanal,352,4461.7,848.03,4427.49,839.51,99.23%,99.00%,34.21,8.52,2018,Sep,5309.73,5267,,
01-09-2018,Bihar,10,Saran,218,8568.17,5712.34,8520.99,5680.66,99.45%,99.45%,47.18,31.68,2018,Sep,14280.51,14201.65,,
01-09-2018,Uttar Pradesh,9,Kushinagar,160,6455.97,9391.11,6442.99,9373.92,99.80%,99.82%,12.98,17.19,2018,Sep,15847.08,15816.91,,
01-09-2018,Maharashtra,27,Chandrapur,473,8093.72,8688.04,4567.98,4836.91,56.44%,55.67%,3525.74,3851.13,2018,Sep,16781.76,9404.89,,
01-09-2018,Tamil Nadu,33,Dharmapuri,571,5972.06,198.06,5485.67,175.02,91.86%,88.37%,486.39,23.04,2018,Sep,6170.12,5660.69,,
01-09-2018,Odisha,21,Nabarangpur,366,6359.73,51.28,6157.85,48.09,96.83%,93.78%,201.88,3.19,2018,Sep,6411.01,6205.94,,
01-09-2018,Odisha,21,Boudh,349,1939.26,140.51,1834.36,132.12,94.59%,94.03%,104.9,8.39,2018,Sep,2079.77,1966.48,,
01-09-2018,Maharashtra,27,Akola,467,2182.32,9530.14,1128.19,4931.03,51.70%,51.74%,1054.13,4599.11,2018,Sep,11712.46,6059.22,,
01-09-2018,Jharkhand,20,Jamtara,333,3283.26,387.52,3312.38,390.05,100.89%,100.65%,-29.12,-2.53,2018,Sep,3670.78,3702.43,,
01-09-2018,Maharashtra,27,Thane,497,13885.42,16358.56,7292.45,8381.73,52.52%,51.24%,6592.97,7976.83,2018,Sep,30243.98,15674.18,,
01-09-2018,Jharkhand,20,Gumla,331,3783.82,462.89,3807.49,478.7,100.63%,103.42%,-23.67,-15.81,2018,Sep,4246.71,4286.19,,
01-09-2018,Madhya Pradesh,23,Balaghat,392,7629.17,5274.17,4801.24,3318.97,62.93%,62.93%,2827.93,1955.2,2018,Sep,12903.34,8120.21,,
01-09-2018,Uttarakhand,5,Pithoragarh,53,1053.02,645.56,970.44,614.35,92.16%,95.17%,82.58,31.21,2018,Sep,1698.58,1584.79,,
01-09-2018,Uttar Pradesh,9,Mau,168,3685.41,5386.62,3482.88,5083.08,94.50%,94.36%,202.53,303.54,2018,Sep,9072.03,8565.96,,
01-09-2018,Kerala,32,Thiruvananthapuram,565,9761.55,2087.15,6968.45,1572.74,71.39%,75.35%,2793.1,514.41,2018,Sep,11848.7,8541.19,,
01-09-2018,Bihar,10,Munger,207,3482.83,2321.88,3217.66,2145.11,92.39%,92.39%,265.17,176.77,2018,Sep,5804.71,5362.77,,
01-09-2018,Gujarat,24,Surat,459,2655.44,6253.23,2139.54,5044.31,80.57%,80.67%,515.9,1208.92,2018,Sep,8908.67,7183.85,,
01-09-2018,Tamil Nadu,33,Ariyalur,610,3586.95,136.75,3366.68,120.72,93.86%,88.28%,220.27,16.03,2018,Sep,3723.7,3487.4,,
01-09-2018,Madhya Pradesh,23,Bhind,395,906.13,3837.97,813.37,3368.67,89.76%,87.77%,92.76,469.3,2018,Sep,4744.1,4182.04,,
01-09-2018,Daman & Diu,25,Diu,464,69.15,81.64,39.37,45.47,56.93%,55.70%,29.78,36.17,2018,Sep,150.79,84.84,,
01-09-2018,Bihar,10,Muzaffarpur,208,12614.43,8409.62,12532.79,8355.15,99.35%,99.35%,81.64,54.47,2018,Sep,21024.05,20887.94,,
01-09-2018,Uttarakhand,5,Pauri Garhwal,52,1491.58,916.09,1598.88,966.95,107.19%,105.55%,-107.3,-50.86,2018,Sep,2407.67,2565.83,,
01-09-2018,Jharkhand,20,Bokaro,322,5803.38,622.01,6422.52,645.71,110.67%,103.81%,-619.14,-23.7,2018,Sep,6425.39,7068.23,,
01-09-2018,Odisha,21,Malkangiri,364,3190.94,47.95,3017.02,44.54,94.55%,92.89%,173.92,3.41,2018,Sep,3238.89,3061.56,,
01-09-2018,Tamil Nadu,33,Salem,584,9745.39,313.56,8595.41,290.99,88.20%,92.80%,1149.98,22.57,2018,Sep,10058.95,8886.4,,
01-09-2018,Madhya Pradesh,23,Narsimhapur,418,1201.28,5100.69,867.95,3705.34,72.25%,72.64%,333.33,1395.35,2018,Sep,6301.97,4573.29,,
01-09-2018,Uttar Pradesh,9,Muzaffarnagar,172,4196.3,6245.39,3869.04,5754.74,92.20%,92.14%,327.26,490.65,2018,Sep,10441.69,9623.78,,
01-09-2018,Bihar,10,Begusarai,191,8339.93,5559.96,8339.93,5559.96,100.00%,100.00%,0,0,2018,Sep,13899.89,13899.89,,
01-09-2018,Tamil Nadu,33,Vellore,595,10094.21,436.62,9771.59,356.84,96.80%,81.73%,322.62,79.78,2018,Sep,10530.83,10128.43,,
01-09-2018,Maharashtra,27,Sangli,493,6771.26,10149.55,3497.62,5289.61,51.65%,52.12%,3273.64,4859.94,2018,Sep,16920.81,8787.23,,
01-09-2018,Uttar Pradesh,9,Agra,118,5712.22,8544.41,5271.42,7882.66,92.28%,92.26%,440.8,661.75,2018,Sep,14256.63,13154.08,,
01-09-2018,Tamil Nadu,33,Thiruvarur,590,5214.65,107.31,4930.85,89,94.56%,82.94%,283.8,18.31,2018,Sep,5321.96,5019.85,,
01-09-2018,Tamil Nadu,33,Thanjavur,586,8566.58,204.76,7785.48,176.87,90.88%,86.38%,781.1,27.89,2018,Sep,8771.34,7962.35,,
01-09-2018,Bihar,10,Sheikhpura,219,1585.91,990.61,1412.72,941.81,89.08%,95.07%,173.19,48.8,2018,Sep,2576.52,2354.53,,
01-09-2018,Tamil Nadu,33,Karur,576,3067.59,95.86,2574.87,89.09,83.94%,92.94%,492.72,6.77,2018,Sep,3163.45,2663.96,,
01-09-2018,Gujarat,24,Chhotaudepur,668,1217.31,2871.07,1119.65,2643.85,91.98%,92.09%,97.66,227.22,2018,Sep,4088.38,3763.5,,
01-09-2018,Jammu And Kashmir,1,Jammu,5,1556.69,6460.82,761.49,3108.77,48.92%,48.12%,795.2,3352.05,2018,Sep,8017.51,3870.26,,
01-09-2018,Tamil Nadu,33,Chennai,568,9762.08,383.58,5053.68,326.92,51.77%,85.23%,4708.4,56.66,2018,Sep,10145.66,5380.6,,
01-09-2018,Karnataka,29,Ballari,528,9726.42,3099.3,8725.48,2770.94,89.71%,89.41%,1000.94,328.36,2018,Sep,12825.72,11496.42,,
01-09-2018,Uttar Pradesh,9,Amethi,640,3204.43,4630.71,3088.28,4456.48,96.38%,96.24%,116.15,174.23,2018,Sep,7835.14,7544.76,,
01-09-2018,Maharashtra,27,Buldana,472,3335.45,14554.11,1603.42,7088.96,48.07%,48.71%,1732.03,7465.15,2018,Sep,17889.56,8692.38,,
01-09-2018,Bihar,10,Bhojpur,193,6457.98,4305.32,6125.58,4083.66,94.85%,94.85%,332.4,221.66,2018,Sep,10763.3,10209.24,,
01-09-2018,Jharkhand,20,Sahebganj,340,4542.85,534.86,4654.25,543.05,102.45%,101.53%,-111.4,-8.19,2018,Sep,5077.71,5197.3,,
01-09-2018,Kerala,32,Kollam,559,6937.65,1601.15,5328.33,1216.38,76.80%,75.97%,1609.32,384.77,2018,Sep,8538.8,6544.71,,
01-09-2018,Delhi,7,West,85,797.68,3057.38,755.65,2899.85,94.73%,94.85%,42.03,157.53,2018,Sep,3855.06,3655.5,,
01-09-2018,Uttarakhand,5,Tehri Garhwal,55,1445.76,884.55,1445.76,884.55,100.00%,100.00%,0,0,2018,Sep,2330.31,2330.31,,
01-09-2018,Maharashtra,27,Nashik,487,14588.71,20388.6,7808.01,10873.91,53.52%,53.33%,6780.7,9514.69,2018,Sep,34977.31,18681.92,,
01-09-2018,Odisha,21,Kandhamal,359,3597.11,90.25,3391.97,84.47,94.30%,93.60%,205.14,5.78,2018,Sep,3687.36,3476.44,,
01-09-2018,Assam,18,Nalbari,298,3389.5,198.5,3389.5,198.5,100.00%,100.00%,0,0,2018,Sep,3588,3588,,
01-09-2018,Tamil Nadu,33,Erode,573,6010.99,256.42,4589.41,240.98,76.35%,93.98%,1421.58,15.44,2018,Sep,6267.41,4830.39,,
01-09-2018,Tamil Nadu,33,Thiruvallur,589,6245.03,99.42,5423.09,71.09,86.84%,71.50%,821.94,28.33,2018,Sep,6344.45,5494.18,,
01-09-2018,Gujarat,24,Mahisagar,669,1237.37,2917.48,1135.68,2681.2,91.78%,91.90%,101.69,236.28,2018,Sep,4154.85,3816.88,,
01-09-2018,Madhya Pradesh,23,Guna,406,1358.64,5780.1,980.15,4154.84,72.14%,71.88%,378.49,1625.26,2018,Sep,7138.74,5134.99,,
01-09-2018,Maharashtra,27,Hingoli,477,1993.64,5877.04,1147.51,3369.23,57.56%,57.33%,846.13,2507.81,2018,Sep,7870.68,4516.74,,
01-09-2018,Jharkhand,20,Khunti,606,2430.5,296.31,2461.66,309.71,101.28%,104.52%,-31.16,-13.4,2018,Sep,2726.81,2771.37,,
01-09-2018,Bihar,10,Madhubani,206,12888.79,8592.52,12654.03,8436.02,98.18%,98.18%,234.76,156.5,2018,Sep,21481.31,21090.05,,
01-09-2018,Madhya Pradesh,23,Dewas,402,1150.52,4814.79,1040.78,4367.26,90.46%,90.71%,109.74,447.53,2018,Sep,5965.31,5408.04,,
01-09-2018,Bihar,10,Patna,212,15241.03,10160.69,12594.27,8396.18,82.63%,82.63%,2646.76,1764.51,2018,Sep,25401.72,20990.45,,
01-09-2018,Kerala,32,Kasaragod,558,4010.8,736.05,2610.67,576.48,65.09%,78.32%,1400.13,159.57,2018,Sep,4746.85,3187.15,,
01-09-2018,Madhya Pradesh,23,Shahdol,429,2239.94,3249.66,2132.49,3091.03,95.20%,95.12%,107.45,158.63,2018,Sep,5489.6,5223.52,,
01-09-2018,Delhi,7,East,78,703.06,2419.94,646.7,2507.41,91.98%,103.61%,56.36,-87.47,2018,Sep,3123,3154.11,,
01-09-2018,Gujarat,24,Arvalli,672,1224.27,2887.87,1098.59,2594.65,89.73%,89.85%,125.68,293.22,2018,Sep,4112.14,3693.24,,
01-09-2018,Himachal Pradesh,2,Kullu,20,423,596,425.78,587.2,100.66%,98.52%,-2.78,8.8,2018,Sep,1019,1012.98,,
01-09-2018,Uttar Pradesh,9,Ambedkar Nagar,121,4073.86,5945.87,3711,5401.61,91.09%,90.85%,362.86,544.26,2018,Sep,10019.73,9112.61,,
01-09-2018,Uttar Pradesh,9,Ballia,126,5542.79,8003.93,5340.77,7757.17,96.36%,96.92%,202.02,246.76,2018,Sep,13546.72,13097.94,,
01-09-2018,Maharashtra,27,Parbhani,489,2420.91,7359.42,1393.54,4069.69,57.56%,55.30%,1027.37,3289.73,2018,Sep,9780.33,5463.23,,
01-09-2018,Uttar Pradesh,9,Etawah,139,2608.96,3786.23,2476.04,3598.86,94.91%,95.05%,132.92,187.37,2018,Sep,6395.19,6074.9,,
01-09-2018,Kerala,32,Kohzikode,561,7552.2,1745.8,5944.86,1372.2,78.72%,78.60%,1607.34,373.6,2018,Sep,9298,7317.06,,
01-09-2018,Maharashtra,27,Pune,490,13518.7,20033.7,7618.01,11286.89,56.35%,56.34%,5900.69,8746.81,2018,Sep,33552.4,18904.9,,
01-09-2018,Himachal Pradesh,2,Bilaspur,15,442,622,400.93,577.5,90.71%,92.85%,41.07,44.5,2018,Sep,1064,978.43,,
01-09-2018,West Bengal,19,Medinipur West,318,6938.96,10196.16,6785.32,10196.16,97.79%,100.00%,153.64,0,2018,Sep,17135.12,16981.48,,
01-09-2018,Jharkhand,20,Garhwa,328,5196.47,639.21,5033.12,657.62,96.86%,102.88%,163.35,-18.41,2018,Sep,5835.68,5690.74,,
01-09-2018,Uttar Pradesh,9,Varanasi,187,5552.92,8205.63,5184.28,7662.68,93.36%,93.38%,368.64,542.95,2018,Sep,13758.55,12846.96,,
01-09-2018,Uttar Pradesh,9,Barabanki,129,6087.36,8846.33,5681.34,8237.21,93.33%,93.11%,406.02,609.12,2018,Sep,14933.69,13918.55,,
01-09-2018,Madhya Pradesh,23,Morena,417,1188.29,4873.94,1091.31,4488,91.84%,92.08%,96.98,385.94,2018,Sep,6062.23,5579.31,,
01-09-2018,Maharashtra,27,Bhandara,471,8778.58,1862.4,4800.24,1023.02,54.68%,54.93%,3978.34,839.38,2018,Sep,10640.98,5823.26,,
01-09-2018,Uttar Pradesh,9,Meerut,169,4330.9,6473.28,3199.3,4775.87,73.87%,73.78%,1131.6,1697.41,2018,Sep,10804.18,7975.17,,
01-09-2018,Bihar,10,Gopalganj,197,6092.76,4061.86,6092.76,4061.86,100.00%,100.00%,0,0,2018,Sep,10154.62,10154.62,,
01-09-2018,Madhya Pradesh,23,Chhatarpur,398,1823.93,7689.26,1270.73,5355.93,69.67%,69.65%,553.2,2333.33,2018,Sep,9513.19,6626.66,,
01-09-2018,Madhya Pradesh,23,Jhabua,412,1451.33,6133.9,1229.87,5153.36,84.74%,84.01%,221.46,980.54,2018,Sep,7585.23,6383.23,,
01-09-2018,Gujarat,24,Jamnagar,447,1173.21,2753.42,1012.39,2378.16,86.29%,86.37%,160.82,375.26,2018,Sep,3926.63,3390.55,,
01-09-2018,Madhya Pradesh,23,Harda,408,541.53,2265.23,365.88,1534.54,67.56%,67.74%,175.65,730.69,2018,Sep,2806.76,1900.42,,
01-09-2018,Maharashtra,27,Wardha,498,4382.48,5379.92,2208.15,2715.32,50.39%,50.47%,2174.33,2664.6,2018,Sep,9762.4,4923.47,,
01-09-2018,Uttarakhand,5,Nainital,51,3575.29,2265.05,1712.71,1132.15,47.90%,49.98%,1862.58,1132.9,2018,Sep,5840.34,2844.86,,
01-09-2018,Kerala,32,Thrissur,566,8124.71,1721.9,5922.15,1328.74,72.89%,77.17%,2202.56,393.16,2018,Sep,9846.61,7250.89,,
01-09-2018,Jharkhand,20,Latehar,335,3115.4,353.39,3123.87,360.02,100.27%,101.88%,-8.47,-6.63,2018,Sep,3468.79,3483.89,,
01-09-2018,Maharashtra,27,Gondia,476,9480.2,1994.36,4921.81,1040.05,51.92%,52.15%,4558.39,954.31,2018,Sep,11474.56,5961.86,,
01-09-2018,Jammu And Kashmir,1,Kargil,6,351.81,396.17,223.28,269.15,63.47%,67.94%,128.53,127.02,2018,Sep,747.98,492.43,,
01-09-2018,Tamil Nadu,33,Perambalur,581,2288.15,103.13,2088.65,91.92,91.28%,89.13%,199.5,11.21,2018,Sep,2391.28,2180.57,,
01-09-2018,Delhi,7,North East,81,1125.69,4371.89,1113.7,4324.31,98.93%,98.91%,11.99,47.58,2018,Sep,5497.58,5438.01,,
01-09-2018,Gujarat,24,Patan,455,1553.89,3663.62,1462.07,3450.19,94.09%,94.17%,91.82,213.43,2018,Sep,5217.51,4912.26,,
01-09-2018,Uttar Pradesh,9,Bahraich,125,6176.19,8586.7,5572.87,8041.25,90.23%,93.65%,603.32,545.45,2018,Sep,14762.89,13614.12,,
01-09-2018,Kerala,32,Idukki,556,4082.26,793.8,2732.3,601.92,66.93%,75.83%,1349.96,191.88,2018,Sep,4876.06,3334.22,,
01-09-2018,Maharashtra,27,Sindhudurg,495,3529.06,2128.69,2233.25,1333.54,63.28%,62.65%,1295.81,795.15,2018,Sep,5657.75,3566.79,,
01-09-2018,Uttar Pradesh,9,Ghazipur,146,5625.18,8288.93,5357.38,7894.13,95.24%,95.24%,267.8,394.8,2018,Sep,13914.11,13251.51,,
01-09-2018,Bihar,10,Banka,190,5659.54,3773.03,5135.92,3424.08,90.75%,90.75%,523.62,348.95,2018,Sep,9432.57,8560,,
01-09-2018,Bihar,10,Jehanabad,199,2076.55,1384.37,2060.43,1373.62,99.22%,99.22%,16.12,10.75,2018,Sep,3460.92,3434.05,,
01-09-2018,Jammu And Kashmir,1,Leh Ladakh,9,914.55,3493.86,384.45,1243.77,42.04%,35.60%,530.1,2250.09,2018,Sep,4408.41,1628.22,,
01-09-2018,Gujarat,24,Bhavnagar,443,2722.4,6394.76,2582.87,6068.34,94.87%,94.90%,139.53,326.42,2018,Sep,9117.16,8651.21,,
01-09-2018,West Bengal,19,Coochbehar,308,4657.87,6895.92,4638.9,6890.35,99.59%,99.92%,18.97,5.57,2018,Sep,11553.79,11529.25,,
01-09-2018,Gujarat,24,Narmada,452,787.95,1882.87,737.3,1762.51,93.57%,93.61%,50.65,120.36,2018,Sep,2670.82,2499.81,,
01-09-2018,Odisha,21,Sonepur,372,2630.26,238.43,2576.63,231.14,97.96%,96.94%,53.63,7.29,2018,Sep,2868.69,2807.77,,
01-09-2018,Bihar,10,Arwal,611,1730.51,1153.67,1637.52,1091.68,94.63%,94.63%,92.99,61.99,2018,Sep,2884.18,2729.2,,
01-09-2018,Jharkhand,20,Ranchi,339,9567.36,1003.98,9925.46,958.72,103.74%,95.49%,-358.1,45.26,2018,Sep,10571.34,10884.18,,
01-09-2018,Uttar Pradesh,9,Deoria,137,5308.48,7698.52,4984.72,7211.67,93.90%,93.68%,323.76,486.85,2018,Sep,13007,12196.39,,
01-09-2018,Madhya Pradesh,23,Barwani,393,1679.33,7083.37,1454.07,6149.38,86.59%,86.81%,225.26,933.99,2018,Sep,8762.7,7603.45,,
01-09-2018,Jharkhand,20,Lohardaga,336,2000.52,238.47,2037.88,240.48,101.87%,100.84%,-37.36,-2.01,2018,Sep,2238.99,2278.36,,
01-09-2018,Maharashtra,27,Jalgaon,478,10886.54,15177.16,6054.76,8454.66,55.62%,55.71%,4831.78,6722.5,2018,Sep,26063.7,14509.42,,
01-09-2018,Madhya Pradesh,23,Agar Malwa,667,491.72,2064.65,455.26,1911.95,92.59%,92.60%,36.46,152.7,2018,Sep,2556.37,2367.21,,
01-09-2018,Uttar Pradesh,9,Maharajganj,164,4532.84,6632.72,4428.2,6475.79,97.69%,97.63%,104.64,156.93,2018,Sep,11165.56,10903.99,,
01-09-2018,Gujarat,24,Valsad,462,1632.46,3851.63,1426.79,3371.98,87.40%,87.55%,205.67,479.65,2018,Sep,5484.09,4798.77,,
01-09-2018,Uttar Pradesh,9,Siddharth Nagar,182,4275.57,6207.08,4091.5,5930.96,95.69%,95.55%,184.07,276.12,2018,Sep,10482.65,10022.46,,
01-09-2018,Bihar,10,Nawada,210,5489.12,3659.41,5373.31,3582.21,97.89%,97.89%,115.81,77.2,2018,Sep,9148.53,8955.52,,
01-09-2018,West Bengal,19,Jhargram,703,1979.46,2888.15,1979.46,2888.15,100.00%,100.00%,0,0,2018,Sep,4867.61,4867.61,,
01-09-2018,Jharkhand,20,Deoghar,324,5265.82,662.02,5531.48,709.2,105.04%,107.13%,-265.66,-47.18,2018,Sep,5927.84,6240.68,,
01-09-2018,Uttar Pradesh,9,Azamgarh,123,6894.43,10077.19,6720.42,9816.18,97.48%,97.41%,174.01,261.01,2018,Sep,16971.62,16536.6,,
01-09-2018,West Bengal,19,Jalpaiguri,314,4413.48,6307.65,4412.51,6307.65,99.98%,100.00%,0.97,0,2018,Sep,10721.13,10720.16,,
01-09-2018,Assam,18,Sivasagar,300,5207.6,205,5207.6,205,100.00%,100.00%,0,0,2018,Sep,5412.6,5412.6,,
01-09-2018,Bihar,10,Bhagalpur,192,8806.23,5870.82,8806.23,5870.82,100.00%,100.00%,0,0,2018,Sep,14677.05,14677.05,,
01-09-2018,Gujarat,24,Ahmadabad,438,2904.73,6817.18,3528.73,8307.93,121.48%,121.87%,-624,-1490.75,2018,Sep,9721.91,11836.66,,
01-09-2018,Uttar Pradesh,9,Bhadohi,179,2709.21,3968.15,2640.92,3865.73,97.48%,97.42%,68.29,102.42,2018,Sep,6677.36,6506.65,,
01-09-2018,Jammu And Kashmir,1,Kishtwar,620,1030.7,766.08,506.65,384.81,49.16%,50.23%,524.05,381.27,2018,Sep,1796.78,891.46,,
01-09-2018,Jharkhand,20,Ramgarh,607,2762.29,324.8,2850.73,339.47,103.20%,104.52%,-88.44,-14.67,2018,Sep,3087.09,3190.2,,
01-09-2018,Uttar Pradesh,9,Shahjahanpur,180,4722.09,6988.53,4177.92,6172.46,88.48%,88.32%,544.17,816.07,2018,Sep,11710.62,10350.38,,
01-09-2018,Uttarakhand,5,Dehradun,49,6473.09,4121.95,3098.25,1944.36,47.86%,47.17%,3374.84,2177.59,2018,Sep,10595.04,5042.61,,
01-09-2018,Gujarat,24,Panch Mahals,454,1977.36,4660.03,1856.76,4382.76,93.90%,94.05%,120.6,277.27,2018,Sep,6637.39,6239.52,,
01-09-2018,Madhya Pradesh,23,Mandla,415,5142.26,3591.44,3546.37,2435.65,68.97%,67.82%,1595.89,1155.79,2018,Sep,8733.7,5982.02,,
01-09-2018,Uttarakhand,5,Haridwar,50,7581.8,4806.76,3677.77,2263.75,48.51%,47.10%,3904.03,2543.01,2018,Sep,12388.56,5941.52,,
01-09-2018,West Bengal,19,Birbhum,307,6369.82,9258.04,6368.95,8787.99,99.99%,94.92%,0.87,470.05,2018,Sep,15627.86,15156.94,,
01-09-2018,Uttar Pradesh,9,Prayagraj,120,9076.87,13395.03,7657.59,11269.62,84.36%,84.13%,1419.28,2125.41,2018,Sep,22471.9,18927.21,,
01-09-2018,Madhya Pradesh,23,Dindori,404,3559.73,2569.97,2278.51,1558.55,64.01%,60.64%,1281.22,1011.42,2018,Sep,6129.7,3837.06,,
01-09-2018,Gujarat,24,Porbandar,456,524.34,1238.49,475.86,1126.23,90.75%,90.94%,48.48,112.26,2018,Sep,1762.83,1602.09,,
01-09-2018,Uttar Pradesh,9,Chandauli,135,3147.63,4590.21,3024.71,4405.83,96.09%,95.98%,122.92,184.38,2018,Sep,7737.84,7430.54,,
01-09-2018,Gujarat,24,Kachchh,449,2178.54,5128.52,1931.02,4546.94,88.64%,88.66%,247.52,581.58,2018,Sep,7307.06,6477.96,,
01-09-2018,Gujarat,24,Bharuch,442,1456.31,3434.47,1242.7,2935.82,85.33%,85.48%,213.61,498.65,2018,Sep,4890.78,4178.52,,
01-09-2018,Jammu And Kashmir,1,Rajauri,12,2684.6,1835.22,981.96,677.39,36.58%,36.91%,1702.64,1157.83,2018,Sep,4519.82,1659.35,,
01-09-2018,Madhya Pradesh,23,Sidhi,433,2174.37,3620.58,2017.17,3350,92.77%,92.53%,157.2,270.58,2018,Sep,5794.95,5367.17,,
01-09-2018,Uttar Pradesh,9,Mainpuri,166,2692.03,3863.31,2326.17,3374.14,86.41%,87.34%,365.86,489.17,2018,Sep,6555.34,5700.31,,
01-09-2018,Madhya Pradesh,23,Satna,426,2881.54,10808.63,2163.39,7783.57,75.08%,72.01%,718.15,3025.06,2018,Sep,13690.17,9946.96,,
01-09-2018,Bihar,10,Sitamarhi,221,9447.4,6278.17,9394.91,6263.27,99.44%,99.76%,52.49,14.9,2018,Sep,15725.57,15658.18,,
01-09-2018,Tamil Nadu,33,Madurai,578,8361.34,219.36,7140.01,204.7,85.39%,93.32%,1221.33,14.66,2018,Sep,8580.7,7344.71,,
01-09-2018,Kerala,32,Kottayam,560,4866,1071.45,3382.63,756.71,69.52%,70.62%,1483.37,314.74,2018,Sep,5937.45,4139.34,,
01-09-2018,Madhya Pradesh,23,Mandsaur,416,1106.26,4555.83,947.5,3951.71,85.65%,86.74%,158.76,604.12,2018,Sep,5662.09,4899.21,,
01-09-2018,Maharashtra,27,Mumbai Suburban,483,4115.39,6145.64,1809.34,2698.03,43.97%,43.90%,2306.05,3447.61,2018,Sep,10261.03,4507.37,,
01-09-2018,Maharashtra,27,Gadchiroli,475,4289.89,850,4535.42,909.13,105.72%,106.96%,-245.53,-59.13,2018,Sep,5139.89,5444.55,,
01-09-2018,Gujarat,24,Junagadh,448,1425.76,3354.96,1342.73,3164.19,94.18%,94.31%,83.03,190.77,2018,Sep,4780.72,4506.92,,
01-09-2018,West Bengal,19,Kolkata,315,4470.53,6589.89,4338.39,6343.76,97.04%,96.27%,132.14,246.13,2018,Sep,11060.42,10682.15,,
01-09-2018,Karnataka,29,Yadgir,635,4653.2,1470.09,3984.25,1256.13,85.62%,85.45%,668.95,213.96,2018,Sep,6123.29,5240.38,,
01-09-2018,Madhya Pradesh,23,Jabalpur,411,2417.06,8874.56,1944.67,7171.59,80.46%,80.81%,472.39,1702.97,2018,Sep,11291.62,9116.26,,
01-09-2018,Maharashtra,27,Nandurbar,486,7679.24,4003.7,3709.93,1926.03,48.31%,48.11%,3969.31,2077.67,2018,Sep,11682.94,5635.96,,
01-09-2018,Kerala,32,Palakkad,563,8859.75,1916.6,6485.14,1486.14,73.20%,77.54%,2374.61,430.46,2018,Sep,10776.35,7971.28,,
01-09-2018,Jharkhand,20,Koderma,334,2463.03,300.97,2474.61,305.16,100.47%,101.39%,-11.58,-4.19,2018,Sep,2764,2779.77,,
01-09-2018,Uttar Pradesh,9,Mahoba,165,1494.87,2201.74,1454.72,2141.49,97.31%,97.26%,40.15,60.25,2018,Sep,3696.61,3596.21,,
01-09-2018,Uttar Pradesh,9,Lalitpur,161,2029.99,2968.78,1875.19,2744.58,92.37%,92.45%,154.8,224.2,2018,Sep,4998.77,4619.77,,
01-09-2018,Jharkhand,20,Pakur,337,3521.66,500.98,3385.78,509.55,96.14%,101.71%,135.88,-8.57,2018,Sep,4022.64,3895.33,,
01-09-2018,Uttar Pradesh,9,Rampur,176,3578.06,5280.44,3284.46,4840.04,91.79%,91.66%,293.6,440.4,2018,Sep,8858.5,8124.5,,
01-09-2018,Odisha,21,Ganjam,354,11884.88,1953.54,11424.72,1868.69,96.13%,95.66%,460.16,84.85,2018,Sep,13838.42,13293.41,,
01-09-2018,Gujarat,24,Amreli,439,1725.26,4071.17,1291.81,3049.53,74.88%,74.91%,433.45,1021.64,2018,Sep,5796.43,4341.34,,
01-09-2018,Gujarat,24,Navsari,453,1522.71,3630.31,1396.76,3336,91.73%,91.89%,125.95,294.31,2018,Sep,5153.02,4732.76,,
01-09-2018,Gujarat,24,Mahesana,451,2205.88,5168.83,2067.35,4848.06,93.72%,93.79%,138.53,320.77,2018,Sep,7374.71,6915.41,,
01-09-2018,Delhi,7,New Delhi,79,321.21,1160.03,296.83,1137.28,92.41%,98.04%,24.38,22.75,2018,Sep,1481.24,1434.11,,
01-09-2018,Uttar Pradesh,9,Hathras,163,2474.71,3669.93,2383.52,3533.21,96.32%,96.27%,91.19,136.72,2018,Sep,6144.64,5916.73,,
01-09-2018,Gujarat,24,Anand,440,2257.84,5317.9,2039.66,4806.76,90.34%,90.39%,218.18,511.14,2018,Sep,7575.74,6846.42,,
01-09-2018,Uttar Pradesh,9,Basti,131,4234.56,6129.17,4023.7,5813.16,95.02%,94.84%,210.86,316.01,2018,Sep,10363.73,9836.86,,
01-09-2018,Andaman & Nicobar Islands,35,Nicobars,603,134.29,3.36,134.29,3.36,100.00%,100.00%,0,0,2018,Sep,137.65,137.65,,
