Date,State,State_code,District,District_code,Rice Allocated,Wheat Allocated,Rice Distributed,Wheat Distributed,Performance (Rice),Performance (Wheat),Waste (Rice),Waste (Wheat),Year,Month,Total Allocated,Total Distributed,,
01-08-2020,Kerala,32,Kohzikode,561,6012.78,1406.5,5913.76,1371.64,98.35%,97.52%,99.02,34.86,2020,Aug,7419.28,7285.4,,
01-08-2020,Maharashtra,27,Akola,467,3004.25,3843.92,2719.53,3475.03,90.52%,90.40%,284.72,368.89,2020,Aug,6848.17,6194.56,,
01-08-2020,Assam,18,Bongaigaon,281,3154.95,167,3154.95,167,100.00%,100.00%,0,0,2020,Aug,3321.95,3321.95,,
01-08-2020,Odisha,21,Kandhamal,359,3696.44,98.47,3688.5,97.9,99.79%,99.42%,7.94,0.57,2020,Aug,3794.91,3786.4,,
01-08-2020,Bihar,10,Sitamarhi,221,8337.68,5558.46,8731.34,5820.87,104.72%,104.72%,-393.66,-262.41,2020,Aug,13896.14,14552.21,,
01-08-2020,Madhya Pradesh,23,Sidhi,433,4026.69,6740.45,1798.67,3027.53,44.67%,44.92%,2228.02,3712.92,2020,Aug,10767.14,4826.2,,
01-08-2020,Uttar Pradesh,9,Hardoi,150,7381.28,10777.61,7092.6,10353.78,96.09%,96.07%,288.68,423.83,2020,Aug,18158.89,17446.38,,
01-08-2020,Gujarat,24,Junagadh,448,1425.48,3353.93,1383.88,3255.61,97.08%,97.07%,41.6,98.32,2020,Aug,4779.41,4639.49,,
01-08-2020,Bihar,10,Rohtas,215,5258.32,3505.4,5774.85,3849.89,109.82%,109.83%,-516.53,-344.49,2020,Aug,8763.72,9624.74,,
01-08-2020,Uttar Pradesh,9,Kanpur Dehat,156,3038.81,4430.34,2897.97,4223.2,95.37%,95.32%,140.84,207.14,2020,Aug,7469.15,7121.17,,
01-08-2020,West Bengal,19,Murshidabad,319,12721.18,18795.5,12395.76,18240.73,97.44%,97.05%,325.42,554.77,2020,Aug,31516.68,30636.49,,
01-08-2020,Uttar Pradesh,9,Etah,138,2787.16,4112.82,2643.19,3899.46,94.83%,94.81%,143.97,213.36,2020,Aug,6899.98,6542.65,,
01-08-2020,Uttar Pradesh,9,Fatehpur,142,4270.14,6313.24,4112.44,6078.52,96.31%,96.28%,157.7,234.72,2020,Aug,10583.38,10190.96,,
01-08-2020,Bihar,10,Nalanda,209,5723.81,3815.88,6827.4,4551.58,119.28%,119.28%,-1103.59,-735.7,2020,Aug,9539.69,11378.98,,
01-08-2020,Madhya Pradesh,23,Ratlam,423,1092.32,4556.28,936.21,3990.16,85.71%,87.57%,156.11,566.12,2020,Aug,5648.6,4926.37,,
01-08-2020,Gujarat,24,Panch Mahals,454,1778.49,4198.2,1765.59,4164.29,99.27%,99.19%,12.9,33.91,2020,Aug,5976.69,5929.88,,
01-08-2020,Karnataka,29,Ballari,528,11726.81,1061.8,11165.29,952.58,95.21%,89.71%,561.52,109.22,2020,Aug,12788.61,12117.87,,
01-08-2020,Jharkhand,20,Dumka,326,11230.5,1457.65,5451.06,713.35,48.54%,48.94%,5779.44,744.3,2020,Aug,12688.15,6164.41,,
01-08-2020,Madhya Pradesh,23,Dhar,403,3388.74,14336.12,1561.83,6653.42,46.09%,46.41%,1826.91,7682.7,2020,Aug,17724.86,8215.25,,
01-08-2020,Tamil Nadu,33,Pudukkottai,582,7300.53,162.5,6047.33,139.61,82.83%,85.91%,1253.2,22.89,2020,Aug,7463.03,6186.94,,
01-08-2020,Karnataka,29,Mysuru,545,12589.57,2638.7,10832.67,1169.72,86.04%,44.33%,1756.9,1468.98,2020,Aug,15228.27,12002.39,,
01-08-2020,Uttar Pradesh,9,Budaun,133,4794.49,7078.68,4566.35,6742.5,95.24%,95.25%,228.14,336.18,2020,Aug,11873.17,11308.85,,
01-08-2020,Gujarat,24,Rajkot,457,1972.23,4639.67,1807.91,4252.43,91.67%,91.65%,164.32,387.24,2020,Aug,6611.9,6060.34,,
01-08-2020,Bihar,10,Supaul,223,5991.57,3994.41,6120.68,4080.34,102.15%,102.15%,-129.11,-85.93,2020,Aug,9985.98,10201.02,,
01-08-2020,Jammu And Kashmir,1,Poonch,10,977.73,670.53,394.16,270.34,40.31%,40.32%,583.57,400.19,2020,Aug,1648.26,664.5,,
01-08-2020,Uttar Pradesh,9,Hamirpur,149,2137.57,3116.3,2035.89,2966.7,95.24%,95.20%,101.68,149.6,2020,Aug,5253.87,5002.59,,
01-08-2020,Uttarakhand,5,Dehradun,49,6511.47,3990.88,3255.88,1995.55,50.00%,50.00%,3255.59,1995.33,2020,Aug,10502.35,5251.43,,
01-08-2020,Bihar,10,Aurangabad,189,5387.06,3591.33,5470.15,3646.8,101.54%,101.54%,-83.09,-55.47,2020,Aug,8978.39,9116.95,,
01-08-2020,Bihar,10,Kishanganj,203,4718.78,3145.77,4990.8,3327.44,105.76%,105.78%,-272.02,-181.67,2020,Aug,7864.55,8318.24,,
01-08-2020,Bihar,10,Purbi Champaran,213,12570.9,8380.55,13420.33,8947.21,106.76%,106.76%,-849.43,-566.66,2020,Aug,20951.45,22367.54,,
01-08-2020,Madhya Pradesh,23,East Nimar,405,2138.4,3895.15,1778.42,3286.7,83.17%,84.38%,359.98,608.45,2020,Aug,6033.55,5065.12,,
01-08-2020,Karnataka,29,"Cha,Arajanagara",531,5428.5,1023.7,4290.25,20270.95,79.03%,1980.17%,1138.25,-19247.25,2020,Aug,6452.2,24561.2,,
01-08-2020,Maharashtra,27,Gadchiroli,475,3804.31,1906,3558.23,1590.79,93.53%,83.46%,246.08,315.21,2020,Aug,5710.31,5149.02,,
01-08-2020,Gujarat,24,Porbandar,456,530.33,1251.94,495.29,1169.77,93.39%,93.44%,35.04,82.17,2020,Aug,1782.27,1665.06,,
01-08-2020,Tamil Nadu,33,Tiruchirappalli,591,8709.19,226.5,6216.26,182.99,71.38%,80.79%,2492.93,43.51,2020,Aug,8935.69,6399.25,,
01-08-2020,Tamil Nadu,33,Krishnagiri,577,6712.27,297,5823.05,262.07,86.75%,88.24%,889.22,34.93,2020,Aug,7009.27,6085.12,,
01-08-2020,Gujarat,24,Sabar Kantha,458,1604.3,3787.72,1589.25,3743.83,99.06%,98.84%,15.05,43.89,2020,Aug,5392.02,5333.08,,
01-08-2020,Maharashtra,27,Amravati,468,5251.03,5957.31,4857.62,5535.48,92.51%,92.92%,393.41,421.83,2020,Aug,11208.34,10393.1,,
01-08-2020,Karnataka,29,Tumakuru,548,11949.85,1227.58,11325.59,1136.22,94.78%,92.56%,624.26,91.36,2020,Aug,13177.43,12461.81,,
01-08-2020,Tamil Nadu,33,Kanniyakumari,575,6473.27,260.8,5646.05,205.23,87.22%,78.69%,827.22,55.57,2020,Aug,6734.07,5851.28,,
01-08-2020,Assam,18,Karimganj,293,5316.12,318.25,5316.12,318.25,100.00%,100.00%,0,0,2020,Aug,5634.37,5634.37,,
01-08-2020,Bihar,10,Araria,188,8327.18,5551.5,8342.26,5561.29,100.18%,100.18%,-15.08,-9.79,2020,Aug,13878.68,13903.55,,
01-08-2020,West Bengal,19,Kalimpong,702,777.33,1036.44,1426.75,1145.36,183.54%,110.51%,-649.42,-108.92,2020,Aug,1813.77,2572.11,,
01-08-2020,Uttar Pradesh,9,Hapur,661,2057.68,3064.51,1961.19,2920.17,95.31%,95.29%,96.49,144.34,2020,Aug,5122.19,4881.36,,
01-08-2020,Maharashtra,27,Chandrapur,473,4834.45,5183.66,4680.47,5007.02,96.81%,96.59%,153.98,176.64,2020,Aug,10018.11,9687.49,,
01-08-2020,Uttar Pradesh,9,Auraiya,122,2369.37,3425.3,2239.14,3234.91,94.50%,94.44%,130.23,190.39,2020,Aug,5794.67,5474.05,,
01-08-2020,Odisha,21,Nuapada,368,3122.22,179.71,3073.41,176.07,98.44%,97.97%,48.81,3.64,2020,Aug,3301.93,3249.48,,
01-08-2020,Gujarat,24,Surendranagar,460,1527.22,3595.27,1495.66,3515.86,97.93%,97.79%,31.56,79.41,2020,Aug,5122.49,5011.52,,
01-08-2020,Jammu And Kashmir,1,Samba,624,346.67,1561.61,174.67,729.21,50.39%,46.70%,172,832.4,2020,Aug,1908.28,903.88,,
01-08-2020,Karnataka,29,Chitradurga,533,7586.22,728.42,7176.51,664.47,94.60%,91.22%,409.71,63.95,2020,Aug,8314.64,7840.98,,
01-08-2020,West Bengal,19,24 Paraganas South,304,12511.3,18549.45,12235.01,17854.49,97.79%,96.25%,276.29,694.96,2020,Aug,31060.75,30089.5,,
01-08-2020,Delhi,7,South,83,900.81,3533.4,891.53,3485.54,98.97%,98.65%,9.28,47.86,2020,Aug,4434.21,4377.07,,
01-08-2020,Karnataka,29,Koppal,543,6313.79,582.73,6584.92,522.66,104.29%,89.69%,-271.13,60.07,2020,Aug,6896.52,7107.58,,
01-08-2020,Madhya Pradesh,23,Panna,420,906.4,3545.88,879.92,3415.56,97.08%,96.32%,26.48,130.32,2020,Aug,4452.28,4295.48,,
01-08-2020,Uttar Pradesh,9,Rae Bareli,175,5299.5,7694.47,5101.93,7403.59,96.27%,96.22%,197.57,290.88,2020,Aug,12993.97,12505.52,,
01-08-2020,Madhya Pradesh,23,Mandla,415,4526.11,3284.89,3186.78,2303.56,70.41%,70.13%,1339.33,981.33,2020,Aug,7811,5490.34,,
01-08-2020,Maharashtra,27,Thane,497,2709.39,1487.32,2672.53,1468.65,98.64%,98.74%,36.86,18.67,2020,Aug,4196.71,4141.18,,
01-08-2020,Delhi,7,North East,81,1220.08,4742.93,1216.4,4734.52,99.70%,99.82%,3.68,8.41,2020,Aug,5963.01,5950.92,,
01-08-2020,West Bengal,19,Birbhum,307,6368.65,9256.38,6323.22,9095.37,99.29%,98.26%,45.43,161.01,2020,Aug,15625.03,15418.59,,
01-08-2020,Bihar,10,Jamui,198,4217.61,2812.91,4367.81,2911.85,103.56%,103.52%,-150.2,-98.94,2020,Aug,7030.52,7279.66,,
01-08-2020,Uttar Pradesh,9,Meerut,169,4433.56,6627.27,4173.85,6239.18,94.14%,94.14%,259.71,388.09,2020,Aug,11060.83,10413.03,,
01-08-2020,Assam,18,Dibrugarh,286,6011.12,208,6011.12,208,100.00%,100.00%,0,0,2020,Aug,6219.12,6219.12,,
01-08-2020,Tamil Nadu,33,Tiruvannamalai,593,10413.23,226,9367,204.8,89.95%,90.62%,1046.23,21.2,2020,Aug,10639.23,9571.8,,
01-08-2020,Bihar,10,Gaya,196,8722.35,5814.82,9630.54,6420.42,110.41%,110.41%,-908.19,-605.6,2020,Aug,14537.17,16050.96,,
01-08-2020,Madhya Pradesh,23,Dindori,404,2579.01,1777.01,2256.97,1543.6,87.51%,86.87%,322.04,233.41,2020,Aug,4356.02,3800.57,,
01-08-2020,Gujarat,24,Arvalli,672,1177.49,2781.1,1146.93,2707.35,97.40%,97.35%,30.56,73.75,2020,Aug,3958.59,3854.28,,
01-08-2020,Maharashtra,27,Nandurbar,486,4269.7,3020.93,3774.11,242.81,88.39%,8.04%,495.59,2778.12,2020,Aug,7290.63,4016.92,,
01-08-2020,Uttar Pradesh,9,Mahoba,165,1536.48,2264.15,1447.51,2131.85,94.21%,94.16%,88.97,132.3,2020,Aug,3800.63,3579.36,,
01-08-2020,Himachal Pradesh,2,Kinnaur,19,106,154,39.88,60.58,37.62%,39.34%,66.12,93.42,2020,Aug,260,100.46,,
01-08-2020,Madhya Pradesh,23,Hoshangabad,409,806.29,3397.62,715.94,3019.81,88.79%,88.88%,90.35,377.81,2020,Aug,4203.91,3735.75,,
01-08-2020,Karnataka,29,Bagalkote,524,7799.74,736.79,7669.04,610.41,98.32%,82.85%,130.7,126.38,2020,Aug,8536.53,8279.45,,
01-08-2020,Uttar Pradesh,9,Bareilly,130,7432.04,10898.84,7178.79,10524.42,96.59%,96.56%,253.25,374.42,2020,Aug,18330.88,17703.21,,
01-08-2020,Uttarakhand,5,Bageshwar,46,1139.73,698.54,591.55,439.61,51.90%,62.93%,548.18,258.93,2020,Aug,1838.27,1031.16,,
01-08-2020,West Bengal,19,Maldah,316,6745.03,9944.85,6653.27,9723.06,98.64%,97.77%,91.76,221.79,2020,Aug,16689.88,16376.33,,
01-08-2020,Gujarat,24,Navsari,453,1485.46,3543.28,1455.59,3469.07,97.99%,97.91%,29.87,74.21,2020,Aug,5028.74,4924.66,,
01-08-2020,Karnataka,29,Kalaburagi,538,30157.52,1948.08,10619.54,848.09,35.21%,43.53%,19537.98,1099.99,2020,Aug,32105.6,11467.63,,
01-08-2020,Jammu And Kashmir,1,Jammu,5,1528.01,6316.99,640,2736.13,41.88%,43.31%,888.01,3580.86,2020,Aug,7845,3376.13,,
01-08-2020,Jharkhand,20,Khunti,606,2476.08,309.19,2418.1,305.05,97.66%,98.66%,57.98,4.14,2020,Aug,2785.27,2723.15,,
01-08-2020,Uttar Pradesh,9,Moradabad,171,4881.28,7246.7,4714.64,6997.8,96.59%,96.57%,166.64,248.9,2020,Aug,12127.98,11712.44,,
01-08-2020,Jharkhand,20,Koderma,334,2545.65,307.09,2453.73,295.5,96.39%,96.23%,91.92,11.59,2020,Aug,2852.74,2749.23,,
01-08-2020,Tamil Nadu,33,Dharmapuri,571,6279.62,197.2,5402.91,192.39,86.04%,97.56%,876.71,4.81,2020,Aug,6476.82,5595.3,,
01-08-2020,Madhya Pradesh,23,Balaghat,392,4918.64,3403.64,4389.35,3030.67,89.24%,89.04%,529.29,372.97,2020,Aug,8322.28,7420.02,,
01-08-2020,Maharashtra,27,Ratnagiri,492,4108.18,2470.81,3614.14,2204.01,87.97%,89.20%,494.04,266.8,2020,Aug,6578.99,5818.15,,
01-08-2020,Uttar Pradesh,9,Farrukhabad,141,3078.92,4522.53,2912.49,4278.8,94.59%,94.61%,166.43,243.73,2020,Aug,7601.45,7191.29,,
01-08-2020,Bihar,10,Samastipur,217,11366.17,7577.43,11880.76,7920.25,104.53%,104.52%,-514.59,-342.82,2020,Aug,18943.6,19801.01,,
01-08-2020,Maharashtra,27,Hingoli,477,1784.75,2827.87,1625.29,2575.13,91.07%,91.06%,159.46,252.74,2020,Aug,4612.62,4200.42,,
01-08-2020,Jammu And Kashmir,1,Kishtwar,620,1071.24,736.36,461.95,309.02,43.12%,41.97%,609.29,427.34,2020,Aug,1807.6,770.97,,
01-08-2020,Jharkhand,20,Sahebganj,340,4776.13,563.97,4531.95,546.49,94.89%,96.90%,244.18,17.48,2020,Aug,5340.1,5078.44,,
01-08-2020,Bihar,10,Munger,207,2812.01,1874.66,3005.71,2003.81,106.89%,106.89%,-193.7,-129.15,2020,Aug,4686.67,5009.52,,
01-08-2020,Maharashtra,27,Sangli,493,3735.08,5918.8,3577.59,5667.83,95.78%,95.76%,157.49,250.97,2020,Aug,9653.88,9245.42,,
01-08-2020,Maharashtra,27,Mumbai Suburban,483,9119.89,13566.85,6668.15,9773.61,73.12%,72.04%,2451.74,3793.24,2020,Aug,22686.74,16441.76,,
01-08-2020,Assam,18,Nagaon,297,12097.02,690,12097.02,690,100.00%,100.00%,0,0,2020,Aug,12787.02,12787.02,,
01-08-2020,Madhya Pradesh,23,Harda,408,377.95,1577.07,342.44,1442,90.60%,91.44%,35.51,135.07,2020,Aug,1955.02,1784.44,,
01-08-2020,Uttar Pradesh,9,Kushinagar,160,6599.12,9605.84,6408.79,9324.05,97.12%,97.07%,190.33,281.79,2020,Aug,16204.96,15732.84,,
01-08-2020,Bihar,10,Sheohar,220,1598.46,1065.65,1693.85,1129.24,105.97%,105.97%,-95.39,-63.59,2020,Aug,2664.11,2823.09,,
01-08-2020,Jharkhand,20,Jamtara,333,3356.25,432.11,3312.42,425.57,98.69%,98.49%,43.83,6.54,2020,Aug,3788.36,3737.99,,
01-08-2020,Gujarat,24,Valsad,462,1610.12,3799.31,1580.71,3726.34,98.17%,98.08%,29.41,72.97,2020,Aug,5409.43,5307.05,,
01-08-2020,Jammu And Kashmir,1,Doda,4,850.35,582.54,503.03,346.97,59.16%,59.56%,347.32,235.57,2020,Aug,1432.89,850,,
01-08-2020,Madhya Pradesh,23,Khargone,414,3137.16,13272.5,1467.8,6227.4,46.79%,46.92%,1669.36,7045.1,2020,Aug,16409.66,7695.2,,
01-08-2020,West Bengal,19,Puruliya,321,4577.63,6733.04,8042.04,5902.38,175.68%,87.66%,-3464.41,830.66,2020,Aug,11310.67,13944.42,,
01-08-2020,Himachal Pradesh,2,Lahul And Spiti,21,17.93,36,8.59,11.48,47.91%,31.89%,9.34,24.52,2020,Aug,53.93,20.07,,
01-08-2020,Maharashtra,27,Dhule,474,3410.56,4925.75,3125.82,4511.69,91.65%,91.59%,284.74,414.06,2020,Aug,8336.31,7637.51,,
01-08-2020,Maharashtra,27,Beed,470,3445.88,5369.98,3031.74,4723.93,87.98%,87.97%,414.14,646.05,2020,Aug,8815.86,7755.67,,
01-08-2020,Gujarat,24,Kheda,450,2306.11,5438.26,2259.57,5327.12,97.98%,97.96%,46.54,111.14,2020,Aug,7744.37,7586.69,,
01-08-2020,Gujarat,24,Vadodara,461,1810.6,4272.93,1717.76,4049.96,94.87%,94.78%,92.84,222.97,2020,Aug,6083.53,5767.72,,
01-08-2020,Tamil Nadu,33,Tirunelveli,592,4931.02,168.5,8247.38,284.05,167.26%,168.58%,-3316.36,-115.55,2020,Aug,5099.52,8531.43,,
01-08-2020,Karnataka,29,Udupi,549,4295.58,329.77,4716.51,296.34,109.80%,89.86%,-420.93,33.43,2020,Aug,4625.35,5012.85,,
01-08-2020,Delhi,7,Central,77,637.44,2446.67,635.99,2438.95,99.77%,99.68%,1.45,7.72,2020,Aug,3084.11,3074.94,,
01-08-2020,Bihar,10,Purnia,214,8266.17,5510.78,8694.46,5796.23,105.18%,105.18%,-428.29,-285.45,2020,Aug,13776.95,14490.69,,
01-08-2020,Maharashtra,27,Washim,499,2486.43,2996.09,2331.23,2816.76,93.76%,94.01%,155.2,179.33,2020,Aug,5482.52,5147.99,,
01-08-2020,Karnataka,29,Shivamogga,547,7094.96,712.09,7367.73,637.47,103.84%,89.52%,-272.77,74.62,2020,Aug,7807.05,8005.2,,
01-08-2020,Uttar Pradesh,9,Gorakhpur,148,7409.12,10797.7,7086.4,10319.36,95.64%,95.57%,322.72,478.34,2020,Aug,18206.82,17405.76,,
01-08-2020,Uttar Pradesh,9,Sambhal,659,3418.87,5070.66,3243.54,4810.41,94.87%,94.87%,175.33,260.25,2020,Aug,8489.53,8053.95,,
01-08-2020,Uttar Pradesh,9,Jalaun,151,2587.16,3786.33,2444.4,3576.37,94.48%,94.45%,142.76,209.96,2020,Aug,6373.49,6020.77,,
01-08-2020,Assam,18,Cachar,282,7445.27,579,7445.27,579,100.00%,100.00%,0,0,2020,Aug,8024.27,8024.27,,
01-08-2020,Odisha,21,Bhadrak,348,5267.21,1311.33,5249.62,1308.35,99.67%,99.77%,17.59,2.98,2020,Aug,6578.54,6557.97,,
01-08-2020,Tamil Nadu,33,Thiruvarur,590,5501.83,105.9,4674.12,97.83,84.96%,92.38%,827.71,8.07,2020,Aug,5607.73,4771.95,,
01-08-2020,Odisha,21,Ganjam,354,12616.85,1956.35,12504.13,1937.64,99.11%,99.04%,112.72,18.71,2020,Aug,14573.2,14441.77,,
01-08-2020,Tamil Nadu,33,Madurai,578,9241.11,241,7560.64,219.92,81.82%,91.25%,1680.47,21.08,2020,Aug,9482.11,7780.56,,
01-08-2020,Madhya Pradesh,23,Satna,426,4249.78,14971.99,1877.06,6741.64,44.17%,45.03%,2372.72,8230.35,2020,Aug,19221.77,8618.7,,
01-08-2020,Maharashtra,27,Nashik,487,7363.4,13233.1,6553.8,7392.77,89.01%,55.87%,809.6,5840.33,2020,Aug,20596.5,13946.57,,
01-08-2020,Daman & Diu,25,Diu,464,81.74,8.89,70.57,7.69,86.33%,86.50%,11.17,1.2,2020,Aug,90.63,78.26,,
01-08-2020,Gujarat,24,Mahisagar,669,1113.13,2627.77,1098.85,2592.84,98.72%,98.67%,14.28,34.93,2020,Aug,3740.9,3691.69,,
01-08-2020,Jharkhand,20,West Singhbhum,343,6947.33,934.56,6314.7,846.72,90.89%,90.60%,632.63,87.84,2020,Aug,7881.89,7161.42,,
01-08-2020,Jharkhand,20,Dhanbad,325,8306.4,1572.97,8042.96,1488.12,96.83%,94.61%,263.44,84.85,2020,Aug,9879.37,9531.08,,
01-08-2020,Kerala,32,Malappuram,562,9077.92,2137.35,9032.28,2122.67,99.50%,99.31%,45.64,14.68,2020,Aug,11215.27,11154.95,,
01-08-2020,Madhya Pradesh,23,Chhatarpur,398,1354.56,5756.53,1154.2,4930.73,85.21%,85.65%,200.36,825.8,2020,Aug,7111.09,6084.93,,
01-08-2020,Uttar Pradesh,9,Saharanpur,177,10750.87,15989.76,5411.94,7983.94,50.34%,49.93%,5338.93,8005.82,2020,Aug,26740.63,13395.88,,
01-08-2020,Karnataka,29,Belagavi,527,38504.79,4271.96,18993.2,1900.67,49.33%,44.49%,19511.59,2371.29,2020,Aug,42776.75,20893.87,,
01-08-2020,Gujarat,24,Banas Kantha,441,3518.16,8312.31,3482.09,8221.28,98.97%,98.90%,36.07,91.03,2020,Aug,11830.47,11703.37,,
01-08-2020,Maharashtra,27,Wardha,498,2669.84,3295.42,2527.24,3118.71,94.66%,94.64%,142.6,176.71,2020,Aug,5965.26,5645.95,,
01-08-2020,Uttar Pradesh,9,Rampur,176,3825.83,5652.1,3629.28,5369.5,94.86%,95.00%,196.55,282.6,2020,Aug,9477.93,8998.78,,
01-08-2020,Uttarakhand,5,Rudra Prayag,54,1030.34,631.5,515.21,315.77,50.00%,50.00%,515.13,315.73,2020,Aug,1661.84,830.98,,
01-08-2020,Tamil Nadu,33,Sivaganga,585,5320.66,118,4521.47,100.46,84.98%,85.14%,799.19,17.54,2020,Aug,5438.66,4621.93,,
01-08-2020,Maharashtra,27,Nagpur,484,7810.36,9888.17,7328.97,9239.7,93.84%,93.44%,481.39,648.47,2020,Aug,17698.53,16568.67,,
01-08-2020,West Bengal,19,Jhargram,703,1979.68,2888.01,3715.28,1413.96,187.67%,48.96%,-1735.6,1474.05,2020,Aug,4867.69,5129.24,,
01-08-2020,Uttar Pradesh,9,Sitapur,183,8003.57,11731.85,7692.74,11265.68,96.12%,96.03%,310.83,466.17,2020,Aug,19735.42,18958.42,,
01-08-2020,Maharashtra,27,Latur,481,3553.5,5539.89,3257.36,5082,91.67%,91.73%,296.14,457.89,2020,Aug,9093.39,8339.36,,
01-08-2020,Maharashtra,27,Jalgaon,478,5669.66,9835.06,5082.14,8828.46,89.64%,89.77%,587.52,1006.6,2020,Aug,15504.72,13910.6,,
01-08-2020,Uttar Pradesh,9,Aligarh,119,5601.84,8341.27,5313.73,7911.6,94.86%,94.85%,288.11,429.67,2020,Aug,13943.11,13225.33,,
01-08-2020,Uttar Pradesh,9,Unnao,186,5572.22,8072.2,5336.26,7725.65,95.77%,95.71%,235.96,346.55,2020,Aug,13644.42,13061.91,,
01-08-2020,Uttar Pradesh,9,Shahjahanpur,180,4797.38,7101.47,4593.36,6799.02,95.75%,95.74%,204.02,302.45,2020,Aug,11898.85,11392.38,,
01-08-2020,Jammu And Kashmir,1,Leh Ladakh,9,128.07,166.52,104.11,181.37,81.29%,108.92%,23.96,-14.85,2020,Aug,294.59,285.48,,
01-08-2020,West Bengal,19,24 Paraganas North,303,9784.89,14479.15,9658.11,14238.88,98.70%,98.34%,126.78,240.27,2020,Aug,24264.04,23896.99,,
01-08-2020,Tamil Nadu,33,Chennai,568,13019.09,590.8,6461.75,550.68,49.63%,93.21%,6557.34,40.12,2020,Aug,13609.89,7012.43,,
01-08-2020,Madhya Pradesh,23,Bhind,395,817.55,2584.05,678.61,2163.06,83.01%,83.71%,138.94,420.99,2020,Aug,3401.6,2841.67,,
01-08-2020,Bihar,10,Lakhisarai,204,2068.42,1378.88,2357.96,1571.94,114.00%,114.00%,-289.54,-193.06,2020,Aug,3447.3,3929.9,,
01-08-2020,Gujarat,24,Patan,455,1574.51,3712.59,1556.86,3669.74,98.88%,98.85%,17.65,42.85,2020,Aug,5287.1,5226.6,,
01-08-2020,Kerala,32,Thiruvananthapuram,565,7696.81,1767.24,7575.66,1726.41,98.43%,97.69%,121.15,40.83,2020,Aug,9464.05,9302.07,,
01-08-2020,Himachal Pradesh,2,Una,26,535,747,517.2,694.9,96.67%,93.03%,17.8,52.1,2020,Aug,1282,1212.1,,
01-08-2020,Gujarat,24,Anand,440,2094.65,4936.85,2058.24,4848.95,98.26%,98.22%,36.41,87.9,2020,Aug,7031.5,6907.19,,
01-09-2020,West Bengal,19,Darjiling,309,3263.54,4527.74,4570.84,4494.14,140.06%,99.26%,-1307.3,33.6,2020,Sep,7791.28,9064.98,,
01-09-2020,Madhya Pradesh,23,Bhind,395,900.73,3734.02,716.85,3005.38,79.59%,80.49%,183.88,728.64,2020,Sep,4634.75,3722.23,,
01-09-2020,Uttar Pradesh,9,Bulandshahr,134,5183.66,7709.49,4943.03,7349.71,95.36%,95.33%,240.63,359.78,2020,Sep,12893.15,12292.74,,
01-09-2020,Bihar,10,Saran,218,9592.58,6395.05,8496.87,5664.54,88.58%,88.58%,1095.71,730.51,2020,Sep,15987.63,14161.41,,
01-09-2020,West Bengal,19,Puruliya,321,4580.45,6737.01,8120.76,5910.68,177.29%,87.73%,-3540.31,826.33,2020,Sep,11317.46,14031.44,,
01-09-2020,Madhya Pradesh,23,Rajgarh,422,1505.65,5964.77,1118.05,5001.19,74.26%,83.85%,387.6,963.58,2020,Sep,7470.42,6119.24,,
01-09-2020,Madhya Pradesh,23,Burhanpur,397,63867.87,262961.96,651.37,2807.35,1.02%,1.07%,63216.5,260154.61,2020,Sep,326829.83,3458.72,,
01-09-2020,Maharashtra,27,Nandurbar,486,4281.08,2771.29,3851.38,2490.44,89.96%,89.87%,429.7,280.85,2020,Sep,7052.37,6341.82,,
01-09-2020,Bihar,10,Pashchim Champaran,211,11142.93,7428.62,10204.24,6802.81,91.58%,91.58%,938.69,625.81,2020,Sep,18571.55,17007.05,,
01-09-2020,Uttar Pradesh,9,Meerut,169,4427,6617.43,4181.03,6249.78,94.44%,94.44%,245.97,367.65,2020,Sep,11044.43,10430.81,,
01-09-2020,Jharkhand,20,Hazaribagh,332,6827.83,1035.87,6446.19,996.37,94.41%,96.19%,381.64,39.5,2020,Sep,7863.7,7442.56,,
01-09-2020,Bihar,10,Munger,207,3518.6,2345.73,3007.96,2005.31,85.49%,85.49%,510.64,340.42,2020,Sep,5864.33,5013.27,,
01-09-2020,Karnataka,29,Chikkaballapura,630,5495.74,562.07,5760.45,513.41,104.82%,91.34%,-264.71,48.66,2020,Sep,6057.81,6273.86,,
01-09-2020,Uttar Pradesh,9,Shahjahanpur,180,4809.63,7120.77,4586.22,6788.63,95.35%,95.34%,223.41,332.14,2020,Sep,11930.4,11374.85,,
01-09-2020,Karnataka,29,Gadag,537,9070.37,908.2,4594.59,387.86,50.65%,42.71%,4475.78,520.34,2020,Sep,9978.57,4982.45,,
01-09-2020,Kerala,32,Thrissur,566,6141.43,1404.8,6031.98,1337.92,98.22%,95.24%,109.45,66.88,2020,Sep,7546.23,7369.9,,
01-09-2020,Uttar Pradesh,9,Budaun,133,4804.17,7093.2,4550.18,6718.79,94.71%,94.72%,253.99,374.41,2020,Sep,11897.37,11268.97,,
01-09-2020,Himachal Pradesh,2,Hamirpur,17,573,573,398.07,535.02,69.47%,93.37%,174.93,37.98,2020,Sep,1146,933.09,,
01-09-2020,Tamil Nadu,33,Sivaganga,585,4837.03,443.05,4319.12,294.73,89.29%,66.52%,517.91,148.32,2020,Sep,5280.08,4613.85,,
01-09-2020,Uttar Pradesh,9,Azamgarh,123,7764.67,11382.55,7497.23,10987.38,96.56%,96.53%,267.44,395.17,2020,Sep,19147.22,18484.61,,
